"type","username","useraddress","userid","timestamp","roomname","content"
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:31:40","mc_mooc_week1_test03","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:31:58","mc_mooc_week102",""
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:32:07","mc_mooc_week1_test01","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:32:35","mc_mooc_week101","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:33:00","mc_mooc_week1_test02","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:33:00","mc_mooc_week1_test04","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:33:21","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:33:38","mc_mooc_week100","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:33:40","mc_mooc_week1_test03","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:33:58","mc_mooc_week102","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:34:07","mc_mooc_week1_test01","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:34:35","mc_mooc_week101","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:35:00","mc_mooc_week1_test02","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:35:01","mc_mooc_week1_test04","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:35:21","mc_mooc_week1_test00",""
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:35:38","mc_mooc_week100",""
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:35:40","mc_mooc_week1_test03","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:35:58","mc_mooc_week102","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:36:07","mc_mooc_week1_test01",""
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:36:35","mc_mooc_week101",""
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:37:00","mc_mooc_week1_test02","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:37:01","mc_mooc_week1_test04","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:37:21","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:37:38","mc_mooc_week100","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:37:40","mc_mooc_week1_test03","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:37:58","mc_mooc_week102","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:38:07","mc_mooc_week1_test01","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:38:35","mc_mooc_week101","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:39:00","mc_mooc_week1_test02","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:39:01","mc_mooc_week1_test04","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:39:21","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:39:38","mc_mooc_week100","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:39:40","mc_mooc_week1_test03","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:39:59","mc_mooc_week102","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:40:10","mc_mooc_week1_test01","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:40:35","mc_mooc_week101","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:41:01","mc_mooc_week1_test04",""
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:41:02","mc_mooc_week1_test02","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:41:21","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:41:39","mc_mooc_week100","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:41:40","mc_mooc_week1_test03",""
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:41:59","mc_mooc_week102","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:42:10","mc_mooc_week1_test01","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:42:35","mc_mooc_week101","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:43:01","mc_mooc_week1_test04","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:43:02","mc_mooc_week1_test02","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:43:21","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:43:39","mc_mooc_week100","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:43:41","mc_mooc_week1_test03","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:43:59","mc_mooc_week102","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:44:10","mc_mooc_week1_test01","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:44:35","mc_mooc_week101","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:45:01","mc_mooc_week1_test04","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:45:02","mc_mooc_week1_test02","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:45:21","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:45:39","mc_mooc_week100","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:45:41","mc_mooc_week1_test03","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:45:59","mc_mooc_week102","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:46:10","mc_mooc_week1_test01","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:46:35","mc_mooc_week101","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:47:01","mc_mooc_week1_test04","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:47:02","mc_mooc_week1_test02",""
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:47:21","mc_mooc_week1_test00","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:47:39","mc_mooc_week100","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:47:41","mc_mooc_week1_test03","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:47:59","mc_mooc_week102",""
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:48:10","mc_mooc_week1_test01","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:48:35","mc_mooc_week101","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:49:01","mc_mooc_week1_test04","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:49:02","mc_mooc_week1_test02","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:49:21","mc_mooc_week1_test00","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:49:39","mc_mooc_week100","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:49:41","mc_mooc_week1_test03","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:49:59","mc_mooc_week102","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:50:10","mc_mooc_week1_test01","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:50:35","mc_mooc_week101","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:51:02","mc_mooc_week1_test02","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:51:03","mc_mooc_week1_test04","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:51:21","mc_mooc_week1_test00",""
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:51:39","mc_mooc_week100",""
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:51:41","mc_mooc_week1_test03","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:51:59","mc_mooc_week102","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:52:10","mc_mooc_week1_test01",""
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:52:35","mc_mooc_week101",""
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:53:02","mc_mooc_week1_test02","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:53:03","mc_mooc_week1_test04","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:53:21","mc_mooc_week1_test00","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:53:39","mc_mooc_week100","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:53:41","mc_mooc_week1_test03","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:53:59","mc_mooc_week102","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:54:10","mc_mooc_week1_test01","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:54:35","mc_mooc_week101","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:55:02","mc_mooc_week1_test02","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:55:03","mc_mooc_week1_test04","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:55:21","mc_mooc_week1_test00","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:55:39","mc_mooc_week100","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:55:41","mc_mooc_week1_test03","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:56:01","mc_mooc_week102","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:56:10","mc_mooc_week1_test01","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:56:36","mc_mooc_week101","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:57:02","mc_mooc_week1_test02","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:57:03","mc_mooc_week1_test04",""
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:57:21","mc_mooc_week1_test00","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:57:39","mc_mooc_week100","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:57:41","mc_mooc_week1_test03",""
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 18:58:01","mc_mooc_week102","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 18:58:10","mc_mooc_week1_test01","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 18:58:36","mc_mooc_week101","\
In any course, a major challenge it to target the material at a level and with a focus that is just right for the variety of students who come.  Based on your experience so far this week, how would you rate the match between what the course offers and what you wanted and expected from it?\
        "
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 18:59:02","mc_mooc_week1_test02","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 18:59:03","mc_mooc_week1_test04","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 18:59:21","mc_mooc_week1_test00","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 18:59:41","mc_mooc_week100","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 18:59:43","mc_mooc_week1_test03","\
In week 1, we started to lay a foundation for the material in this course.  We are just scratching the surface so far.  As we’re working towards getting into more substantive content going forward, it would be great to hear what specific goals you have for what you want to learn in this course.  Can you tell me a little about that?\
        "
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 19:00:01","mc_mooc_week102","What expectations do you have going forward?"
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 19:00:10","mc_mooc_week1_test01","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50056","zUM9bwNEzECNwg6Cav1i","2015-10-05 19:00:36","mc_mooc_week101","Does the content so far match your expectations?  What if anything surprised you?"
"text","VirtualErland","128.2.220.133:50060","ykgdzXtRAh6HK-oYav1k","2015-10-05 19:01:02","mc_mooc_week1_test02","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50068","bhD7aB2xFqf4xeurav1o","2015-10-05 19:01:03","mc_mooc_week1_test04","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50044","ep6150xv9SUQTNJ4av1c","2015-10-05 19:01:21","mc_mooc_week1_test00","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50048","rd38JLTzK8mkgwGmav1e","2015-10-05 19:01:41","mc_mooc_week100","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
"text","VirtualErland","128.2.220.133:50064","HLA3LOEDSzozWYmIav1m","2015-10-05 19:01:43","mc_mooc_week1_test03","What are the things you had in mind to learn from this course?"
"text","VirtualErland","128.2.220.133:50072","YY2dLYU560OvFbKbav1q","2015-10-05 19:02:01","mc_mooc_week102","\
And now we’re done. Thanks for joining us, have a great day! I will now continue the chat activity again starting from the first prompt for those who missed the initial prompts.\
        "
"text","VirtualErland","128.2.220.133:50052","Xyda078H8SaiVK-Qav1g","2015-10-05 19:02:10","mc_mooc_week1_test01","\
Our goal is to do our best to guide you through this course to get the maximum benefit it has to offer.  It would be helpful to us to hear specifically what your expectations are going forward so we can better offer guidance along the way.  Any comments or feedback for us?\
        "
